region,technology,city,state,value,match_method,distance_km
p133,LandBasedWind,Providence,Rhode Island,1.09,within,0.0
p133,Onshore Wind Repowering/Retrofit,Providence,Rhode Island,1.07,within,0.0
p133,OffshoreWind,Providence,Rhode Island,1.09,within,0.0
p133,UtilityPV,Providence,Rhode Island,1.06,within,0.0
p133,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Providence,Rhode Island,1.06,within,0.0
p133,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Providence,Rhode Island,1.06,within,0.0
p133,Battery_,Providence,Rhode Island,1.04,within,0.0
p133,Utility-Scale Battery Storage,Providence,Rhode Island,1.04,within,0.0
p134,Coal_new,Portland,Maine,1.03,nearest_same_state,216.01
p134,Coal_95%-CCS,Portland,Maine,1.03,nearest_same_state,216.01
p134,Coal_99%-CCS,Portland,Maine,1.03,nearest_same_state,216.01
p134,Coal_Retrofits_95%-CCS,Portland,Maine,1.03,nearest_same_state,216.01
p134,Coal_Retrofits_90%-CCS,Portland,Maine,1.03,nearest_same_state,216.01
p134,Combustion Turbine - Simple Cycle (Aeroderivative),Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_Combustion Turbine,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_F-Frame CT,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_Combined Cycle 2-on-1,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_F-Frame CC,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_H-Frame CC,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_Combined Cycle 1-on-1,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_F-Frame CC 95% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_H-Frame CC 95% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_F-Frame CC 97% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,NaturalGas_H-Frame CC 97% CCS,Portland,Maine,1.01,nearest_same_state,216.01
p134,Biopower_Dedicated,Portland,Maine,1.01,nearest_same_state,216.01
p134,Nuclear_Nuclear,Portland,Maine,1.03,nearest_same_state,216.01
p134,Nuclear_Nuclear - Large,Portland,Maine,1.03,nearest_same_state,216.01
p134,Nuclear_SMR,Portland,Maine,1.02,nearest_same_state,216.01
p134,Nuclear_Nuclear - Small,Portland,Maine,1.02,nearest_same_state,216.01
p134,Geothermal,Portland,Maine,,nearest_same_state,216.01
p134,Hydropower,Portland,Maine,1.03,nearest_same_state,216.01
p134,Pumped Storage Hydropower,Portland,Maine,1.03,nearest_same_state,216.01
p134,LandBasedWind,Portland,Maine,1.01,nearest_same_state,216.01
p134,Onshore Wind Repowering/Retrofit,Portland,Maine,1.01,nearest_same_state,216.01
p134,OffshoreWind,Portland,Maine,1.01,nearest_same_state,216.01
p134,UtilityPV,Portland,Maine,1.01,nearest_same_state,216.01
p134,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Portland,Maine,1.01,nearest_same_state,216.01
p134,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Portland,Maine,1.01,nearest_same_state,216.01
p134,Battery_,Portland,Maine,1.01,nearest_same_state,216.01
p134,Utility-Scale Battery Storage,Portland,Maine,1.01,nearest_same_state,216.01
p14,Coal_new,Spokane,Washington,1.07,nearest_same_state,57.08
p14,Coal_95%-CCS,Spokane,Washington,1.07,nearest_same_state,57.08
p14,Coal_99%-CCS,Spokane,Washington,1.07,nearest_same_state,57.08
p14,Coal_Retrofits_95%-CCS,Spokane,Washington,1.07,nearest_same_state,57.08
p14,Coal_Retrofits_90%-CCS,Spokane,Washington,1.07,nearest_same_state,57.08
p14,Combustion Turbine - Simple Cycle (Aeroderivative),Spokane,Washington,1.03,nearest_same_state,57.08
p14,NaturalGas_Combustion Turbine,Spokane,Washington,1.03,nearest_same_state,57.08
p14,NaturalGas_F-Frame CT,Spokane,Washington,1.03,nearest_same_state,57.08
p14,NaturalGas_Combined Cycle 2-on-1,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_F-Frame CC,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_H-Frame CC,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_Combined Cycle 1-on-1,Spokane,Washington,1.03,nearest_same_state,57.08
p14,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_F-Frame CC 95% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_H-Frame CC 95% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_F-Frame CC 97% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,NaturalGas_H-Frame CC 97% CCS,Spokane,Washington,1.04,nearest_same_state,57.08
p14,Biopower_Dedicated,Spokane,Washington,1.05,nearest_same_state,57.08
p14,Nuclear_Nuclear,Spokane,Washington,1.06,nearest_same_state,57.08
p14,Nuclear_Nuclear - Large,Spokane,Washington,1.06,nearest_same_state,57.08
p14,Nuclear_SMR,Spokane,Washington,1.04,nearest_same_state,57.08
p14,Nuclear_Nuclear - Small,Spokane,Washington,1.04,nearest_same_state,57.08
p14,Geothermal,Spokane,Washington,1.03,nearest_same_state,57.08
p14,Hydropower,Spokane,Washington,1.06,nearest_same_state,57.08
p14,Pumped Storage Hydropower,Spokane,Washington,1.06,nearest_same_state,57.08
p14,LandBasedWind,Spokane,Washington,1.04,nearest_same_state,57.08
p14,Onshore Wind Repowering/Retrofit,Spokane,Washington,1.03,nearest_same_state,57.08
p14,OffshoreWind,Spokane,Washington,1.04,nearest_same_state,57.08
p14,UtilityPV,Spokane,Washington,1.02,nearest_same_state,57.08
p14,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Spokane,Washington,1.02,nearest_same_state,57.08
p14,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Spokane,Washington,1.03,nearest_same_state,57.08
p14,Battery_,Spokane,Washington,1.03,nearest_same_state,57.08
p14,Utility-Scale Battery Storage,Spokane,Washington,1.03,nearest_same_state,57.08
p15,Coal_new,Boise,Idaho,1.03,within,0.0
p15,Coal_95%-CCS,Boise,Idaho,1.03,within,0.0
p15,Coal_99%-CCS,Boise,Idaho,1.03,within,0.0
p15,Coal_Retrofits_95%-CCS,Boise,Idaho,1.03,within,0.0
p15,Coal_Retrofits_90%-CCS,Boise,Idaho,1.03,within,0.0
p15,Combustion Turbine - Simple Cycle (Aeroderivative),Boise,Idaho,1.01,within,0.0
p15,NaturalGas_Combustion Turbine,Boise,Idaho,1.01,within,0.0
p15,NaturalGas_F-Frame CT,Boise,Idaho,1.01,within,0.0
p15,NaturalGas_Combined Cycle 2-on-1,Boise,Idaho,1.01,within,0.0
p15,NaturalGas_F-Frame CC,Boise,Idaho,1.01,within,0.0
p15,NaturalGas_H-Frame CC,Boise,Idaho,1.01,within,0.0
p15,NaturalGas_Combined Cycle 1-on-1,Boise,Idaho,1.01,within,0.0
p15,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Boise,Idaho,1.02,within,0.0
p15,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Boise,Idaho,1.02,within,0.0
p15,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Boise,Idaho,1.02,within,0.0
p15,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Boise,Idaho,1.02,within,0.0
p15,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Boise,Idaho,1.02,within,0.0
p15,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Boise,Idaho,1.02,within,0.0
p15,NaturalGas_F-Frame CC 95% CCS,Boise,Idaho,1.02,within,0.0
p15,NaturalGas_H-Frame CC 95% CCS,Boise,Idaho,1.02,within,0.0
p15,NaturalGas_F-Frame CC 97% CCS,Boise,Idaho,1.02,within,0.0
p15,NaturalGas_H-Frame CC 97% CCS,Boise,Idaho,1.02,within,0.0
p15,Biopower_Dedicated,Boise,Idaho,1.02,within,0.0
p15,Nuclear_Nuclear,Boise,Idaho,1.03,within,0.0
p15,Nuclear_Nuclear - Large,Boise,Idaho,1.03,within,0.0
p15,Nuclear_SMR,Boise,Idaho,1.02,within,0.0
p15,Nuclear_Nuclear - Small,Boise,Idaho,1.02,within,0.0
p15,Geothermal,Boise,Idaho,1.02,within,0.0
p15,Hydropower,Boise,Idaho,1.03,within,0.0
p15,Pumped Storage Hydropower,Boise,Idaho,1.03,within,0.0
p15,LandBasedWind,Boise,Idaho,1.02,within,0.0
p15,Onshore Wind Repowering/Retrofit,Boise,Idaho,1.02,within,0.0
p15,OffshoreWind,Boise,Idaho,,within,0.0
p15,UtilityPV,Boise,Idaho,1.01,within,0.0
p15,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Boise,Idaho,1.01,within,0.0
p15,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Boise,Idaho,1.01,within,0.0
p15,Battery_,Boise,Idaho,1.02,within,0.0
p15,Utility-Scale Battery Storage,Boise,Idaho,1.02,within,0.0
p16,Coal_new,Salt Lake City,Utah,0.99,nearest_same_state,272.94
p16,Coal_95%-CCS,Salt Lake City,Utah,1.0,nearest_same_state,272.94
p16,Coal_99%-CCS,Salt Lake City,Utah,1.0,nearest_same_state,272.94
p16,Coal_Retrofits_95%-CCS,Salt Lake City,Utah,1.0,nearest_same_state,272.94
p16,Coal_Retrofits_90%-CCS,Salt Lake City,Utah,1.0,nearest_same_state,272.94
p16,Combustion Turbine - Simple Cycle (Aeroderivative),Salt Lake City,Utah,1.0,nearest_same_state,272.94
p16,NaturalGas_Combustion Turbine,Salt Lake City,Utah,0.99,nearest_same_state,272.94
p16,NaturalGas_F-Frame CT,Salt Lake City,Utah,0.99,nearest_same_state,272.94
p16,NaturalGas_Combined Cycle 2-on-1,Salt Lake City,Utah,0.99,nearest_same_state,272.94
p16,NaturalGas_F-Frame CC,Salt Lake City,Utah,0.99,nearest_same_state,272.94
p16,NaturalGas_H-Frame CC,Salt Lake City,Utah,0.99,nearest_same_state,272.94
p16,NaturalGas_Combined Cycle 1-on-1,Salt Lake City,Utah,0.99,nearest_same_state,272.94
p16,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,NaturalGas_F-Frame CC 95% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,NaturalGas_H-Frame CC 95% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,NaturalGas_F-Frame CC 97% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,NaturalGas_H-Frame CC 97% CCS,Salt Lake City,Utah,0.98,nearest_same_state,272.94
p16,Biopower_Dedicated,Salt Lake City,Utah,0.99,nearest_same_state,272.94
p16,Nuclear_Nuclear,Salt Lake City,Utah,1.06,nearest_same_state,272.94
p16,Nuclear_Nuclear - Large,Salt Lake City,Utah,1.06,nearest_same_state,272.94
p16,Nuclear_SMR,Salt Lake City,Utah,1.02,nearest_same_state,272.94
p16,Nuclear_Nuclear - Small,Salt Lake City,Utah,1.02,nearest_same_state,272.94
p16,Geothermal,Salt Lake City,Utah,,nearest_same_state,272.94
p16,Hydropower,Salt Lake City,Utah,,nearest_same_state,272.94
p16,Pumped Storage Hydropower,Salt Lake City,Utah,,nearest_same_state,272.94
p16,LandBasedWind,Salt Lake City,Utah,1.01,nearest_same_state,272.94
p16,Onshore Wind Repowering/Retrofit,Salt Lake City,Utah,1.02,nearest_same_state,272.94
p16,OffshoreWind,Salt Lake City,Utah,,nearest_same_state,272.94
p16,UtilityPV,Salt Lake City,Utah,1.0,nearest_same_state,272.94
p16,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Salt Lake City,Utah,1.01,nearest_same_state,272.94
p16,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Salt Lake City,Utah,1.01,nearest_same_state,272.94
p16,Battery_,Salt Lake City,Utah,1.03,nearest_same_state,272.94
p16,Utility-Scale Battery Storage,Salt Lake City,Utah,1.03,nearest_same_state,272.94
p17,Coal_new,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Coal_95%-CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Coal_99%-CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Coal_Retrofits_95%-CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Coal_Retrofits_90%-CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Combustion Turbine - Simple Cycle (Aeroderivative),Great Falls,Montana,0.99,nearest_same_state,184.26
p17,NaturalGas_Combustion Turbine,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_F-Frame CT,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_Combined Cycle 2-on-1,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_F-Frame CC,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_H-Frame CC,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_Combined Cycle 1-on-1,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_F-Frame CC 95% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_H-Frame CC 95% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_F-Frame CC 97% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,NaturalGas_H-Frame CC 97% CCS,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Biopower_Dedicated,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Nuclear_Nuclear,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Nuclear_Nuclear - Large,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Nuclear_SMR,Great Falls,Montana,0.99,nearest_same_state,184.26
p17,Nuclear_Nuclear - Small,Great Falls,Montana,0.99,nearest_same_state,184.26
p17,Geothermal,Great Falls,Montana,,nearest_same_state,184.26
p17,Hydropower,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Pumped Storage Hydropower,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,LandBasedWind,Great Falls,Montana,0.98,nearest_same_state,184.26
p17,Onshore Wind Repowering/Retrofit,Great Falls,Montana,0.99,nearest_same_state,184.26
p17,OffshoreWind,Great Falls,Montana,,nearest_same_state,184.26
p17,UtilityPV,Great Falls,Montana,0.99,nearest_same_state,184.26
p17,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Great Falls,Montana,0.99,nearest_same_state,184.26
p17,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Great Falls,Montana,0.99,nearest_same_state,184.26
p17,Battery_,Great Falls,Montana,0.99,nearest_same_state,184.26
p17,Utility-Scale Battery Storage,Great Falls,Montana,0.99,nearest_same_state,184.26
p18,Coal_new,Great Falls,Montana,0.98,within,0.0
p18,Coal_95%-CCS,Great Falls,Montana,0.98,within,0.0
p18,Coal_99%-CCS,Great Falls,Montana,0.98,within,0.0
p18,Coal_Retrofits_95%-CCS,Great Falls,Montana,0.98,within,0.0
p18,Coal_Retrofits_90%-CCS,Great Falls,Montana,0.98,within,0.0
p18,Combustion Turbine - Simple Cycle (Aeroderivative),Great Falls,Montana,0.99,within,0.0
p18,NaturalGas_Combustion Turbine,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_F-Frame CT,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_Combined Cycle 2-on-1,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_F-Frame CC,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_H-Frame CC,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_Combined Cycle 1-on-1,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_F-Frame CC 95% CCS,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_H-Frame CC 95% CCS,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_F-Frame CC 97% CCS,Great Falls,Montana,0.98,within,0.0
p18,NaturalGas_H-Frame CC 97% CCS,Great Falls,Montana,0.98,within,0.0
p18,Biopower_Dedicated,Great Falls,Montana,0.98,within,0.0
p18,Nuclear_Nuclear,Great Falls,Montana,0.98,within,0.0
p18,Nuclear_Nuclear - Large,Great Falls,Montana,0.98,within,0.0
p18,Nuclear_SMR,Great Falls,Montana,0.99,within,0.0
p18,Nuclear_Nuclear - Small,Great Falls,Montana,0.99,within,0.0
p18,Geothermal,Great Falls,Montana,,within,0.0
p18,Hydropower,Great Falls,Montana,0.98,within,0.0
p18,Pumped Storage Hydropower,Great Falls,Montana,0.98,within,0.0
p18,LandBasedWind,Great Falls,Montana,0.98,within,0.0
p18,Onshore Wind Repowering/Retrofit,Great Falls,Montana,0.99,within,0.0
p18,OffshoreWind,Great Falls,Montana,,within,0.0
p18,UtilityPV,Great Falls,Montana,0.99,within,0.0
p18,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Great Falls,Montana,0.99,within,0.0
p18,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Great Falls,Montana,0.99,within,0.0
p18,Battery_,Great Falls,Montana,0.99,within,0.0
p18,Utility-Scale Battery Storage,Great Falls,Montana,0.99,within,0.0
p19,Coal_new,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Coal_95%-CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Coal_99%-CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Coal_Retrofits_95%-CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Coal_Retrofits_90%-CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Combustion Turbine - Simple Cycle (Aeroderivative),Great Falls,Montana,0.99,nearest_same_state,318.4
p19,NaturalGas_Combustion Turbine,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_F-Frame CT,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_Combined Cycle 2-on-1,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_F-Frame CC,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_H-Frame CC,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_Combined Cycle 1-on-1,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_F-Frame CC 95% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_H-Frame CC 95% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_F-Frame CC 97% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,NaturalGas_H-Frame CC 97% CCS,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Biopower_Dedicated,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Nuclear_Nuclear,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Nuclear_Nuclear - Large,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Nuclear_SMR,Great Falls,Montana,0.99,nearest_same_state,318.4
p19,Nuclear_Nuclear - Small,Great Falls,Montana,0.99,nearest_same_state,318.4
p19,Geothermal,Great Falls,Montana,,nearest_same_state,318.4
p19,Hydropower,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Pumped Storage Hydropower,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,LandBasedWind,Great Falls,Montana,0.98,nearest_same_state,318.4
p19,Onshore Wind Repowering/Retrofit,Great Falls,Montana,0.99,nearest_same_state,318.4
p19,OffshoreWind,Great Falls,Montana,,nearest_same_state,318.4
p19,UtilityPV,Great Falls,Montana,0.99,nearest_same_state,318.4
p19,Solar PV w/ Single Axis Tracking + AC Coupled Battery Storage,Great Falls,Montana,0.99,nearest_same_state,318.4
p19,"Solar PV, Single-Axis Tracking (1.6 ILR) with Battery Hybrid",Great Falls,Montana,0.99,nearest_same_state,318.4
p19,Battery_,Great Falls,Montana,0.99,nearest_same_state,318.4
p19,Utility-Scale Battery Storage,Great Falls,Montana,0.99,nearest_same_state,318.4
p2,Coal_new,Seattle,Washington,1.21,nearest_same_state,128.3
p2,Coal_95%-CCS,Seattle,Washington,1.21,nearest_same_state,128.3
p2,Coal_99%-CCS,Seattle,Washington,1.21,nearest_same_state,128.3
p2,Coal_Retrofits_95%-CCS,Seattle,Washington,1.21,nearest_same_state,128.3
p2,Coal_Retrofits_90%-CCS,Seattle,Washington,1.21,nearest_same_state,128.3
p2,Combustion Turbine - Simple Cycle (Aeroderivative),Seattle,Washington,1.12,nearest_same_state,128.3
p2,NaturalGas_Combustion Turbine,Seattle,Washington,1.15,nearest_same_state,128.3
p2,NaturalGas_F-Frame CT,Seattle,Washington,1.15,nearest_same_state,128.3
p2,NaturalGas_Combined Cycle 2-on-1,Seattle,Washington,1.16,nearest_same_state,128.3
p2,NaturalGas_F-Frame CC,Seattle,Washington,1.16,nearest_same_state,128.3
p2,NaturalGas_H-Frame CC,Seattle,Washington,1.16,nearest_same_state,128.3
p2,NaturalGas_Combined Cycle 1-on-1,Seattle,Washington,1.15,nearest_same_state,128.3
p2,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 95% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,NaturalGas_Combined Cycle 1-on-1 (H-Frame) 97% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 95% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,NaturalGas_Combined Cycle 2-on-1 (F-Frame) 97% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 95% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,NaturalGas_Combined Cycle 2-on-1 (H-Frame) 97% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,NaturalGas_F-Frame CC 95% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,NaturalGas_H-Frame CC 95% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,NaturalGas_F-Frame CC 97% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,NaturalGas_H-Frame CC 97% CCS,Seattle,Washington,1.18,nearest_same_state,128.3
p2,Biopower_Dedicated,Seattle,Washington,1.2,nearest_same_state,128.3
p2,Nuclear_Nuclear,Seattle,Washington,1.17,nearest_same_state,128.3
p2,Nuclear_Nuclear - Large,Seattle,Washington,1.17,nearest_same_state,128.3
p2,Nuclear_SMR,Seattle,Washington,1.12,nearest_same_state,128.3
p2,Nuclear_Nuclear - Small,Seattle,Washington,1.12,nearest_same_state,128.3
p2,Geothermal,Seattle,Washington,1.13,nearest_same_state,128.3
p2,Hydropower,Seattle,Washington,1.17,nearest_same_state,128.3
p2,Pumped Storage Hydropower,Seattle,Washington,1.17,nearest_same_state,128.3
p2,LandBasedWind,Seattle,Washington,1.16,nearest_same_state,128.3
p2,Onshore Wind Repowering/Retrofit,Seattle,Washington,1.12,nearest_same_state,128.3
p2,OffshoreWind,Seattle,Washington,1.16,nearest_same_state,128.3
p2,UtilityPV,Seattle,Washington,1.09,nearest_same_state,128.3
